,cocoId,cocoSplit,cropBox,loss,nsdId,flagged,BOLD5000,shared1000,subject1_rep0,subject1_rep1,subject1_rep2,subject2_rep0,subject2_rep1,subject2_rep2,subject3_rep0,subject3_rep1,subject3_rep2,subject4_rep0,subject4_rep1,subject4_rep2,subject5_rep0,subject5_rep1,subject5_rep2,subject6_rep0,subject6_rep1,subject6_rep2,subject7_rep0,subject7_rep1,subject7_rep2,subject8_rep0,subject8_rep1,subject8_rep2,coco_label,category,supercategory
28487,82650,train2017,"(0, 0, 0.125, 0.125)",0.0,28487,False,True,True,4649,22676,22835,4649,22676,22835,4649,22676,22835,4649,22676,22835,4649,22676,22835,4649,22676,22835,4649,22676,22835,4649,22676,22835,7,train,vehicle
28524,82770,train2017,"(0.125, 0.125, 0, 0)",0.0,28524,False,True,True,4962,13327,13424,4962,13327,13424,4962,13327,13424,4962,13327,13424,4962,13327,13424,4962,13327,13424,4962,13327,13424,4962,13327,13424,3,car,vehicle
28595,345149,train2017,"(0, 0, 0.125, 0.125)",0.0,28595,False,True,True,2112,2447,6544,2112,2447,6544,2112,2447,6544,2112,2447,6544,2112,2447,6544,2112,2447,6544,2112,2447,6544,2112,2447,6544,1,person,person
28689,83393,train2017,"(0.1671875, 0.1671875, 0, 0)",0.0,28689,False,True,True,2775,27544,27704,2775,27544,27704,2775,27544,27704,2775,27544,27704,2775,27544,27704,2775,27544,27704,2775,27544,27704,2775,27544,27704,3,car,vehicle
28745,345725,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,28745,False,True,True,6883,7047,22989,6883,7047,22989,6883,7047,22989,6883,7047,22989,6883,7047,22989,6883,7047,22989,6883,7047,22989,6883,7047,22989,22,elephant,animal
28751,345751,train2017,"(0, 0, 0.09296875, 0.09296875)",0.0,28751,False,True,True,2286,2640,14826,2286,2640,14826,2286,2640,14826,2286,2640,14826,2286,2640,14826,2286,2640,14826,2286,2640,14826,2286,2640,14826,1,person,person
28755,83632,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,28755,False,True,True,16274,16575,21620,16274,16575,21620,16274,16575,21620,16274,16575,21620,16274,16575,21620,16274,16575,21620,16274,16575,21620,16274,16575,21620,5,airplane,vehicle
28788,83738,train2017,"(0.125, 0.125, 0, 0)",0.0,28788,False,True,True,22303,22483,22671,22303,22483,22671,22303,22483,22671,22303,22483,22671,22303,22483,22671,22303,22483,22671,22303,22483,22671,22303,22483,22671,47,cup,kitchen
28898,84174,train2017,"(0, 0, 0.125, 0.125)",0.0,28898,False,True,True,10273,22677,22805,10273,22677,22805,10273,22677,22805,10273,22677,22805,10273,22677,22805,10273,22677,22805,10273,22677,22805,10273,22677,22805,1,person,person
28963,346583,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,28963,False,True,True,23101,23222,23297,23101,23222,23297,23101,23222,23297,23101,23222,23297,23101,23222,23297,23101,23222,23297,23101,23222,23297,23101,23222,23297,3,car,vehicle
29010,346754,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,29010,False,True,True,26317,26571,26695,26317,26571,26695,26317,26571,26695,26317,26571,26695,26317,26571,26695,26317,26571,26695,26317,26571,26695,26317,26571,26695,47,cup,kitchen
29021,346795,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,29021,False,True,True,19241,21305,25004,19241,21305,25004,19241,21305,25004,19241,21305,25004,19241,21305,25004,19241,21305,25004,19241,21305,25004,19241,21305,25004,1,person,person
29381,348204,train2017,"(0, 0, 0.0, 0.0)",0.0,29381,False,True,True,10387,10853,13757,10387,10853,13757,10387,10853,13757,10387,10853,13757,10387,10853,13757,10387,10853,13757,10387,10853,13757,10387,10853,13757,20,sheep,animal
29568,86811,train2017,"(0, 0, 0.11796875, 0.11796875)",0.0,29568,False,True,True,6259,27436,29490,6259,27436,29490,6259,27436,29490,6259,27436,29490,6259,27436,29490,6259,27436,29490,6259,27436,29490,6259,27436,29490,16,bird,animal
29660,87126,train2017,"(0, 0, 0.165625, 0.165625)",0.1428571428571428,29660,False,True,True,27954,28045,28111,27954,28045,28111,27954,28045,28111,27954,28045,28111,27954,28045,28111,27954,28045,28111,27954,28045,28111,27954,28045,28111,44,bottle,kitchen
29663,87146,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,29663,False,True,True,3554,24592,24934,3554,24592,24934,3554,24592,24934,3554,24592,24934,3554,24592,24934,3554,24592,24934,3554,24592,24934,3554,24592,24934,18,dog,animal
29680,349363,train2017,"(0, 0, 0.125, 0.125)",0.0,29680,False,True,True,27146,27337,27462,27146,27337,27462,27146,27337,27462,27146,27337,27462,27146,27337,27462,27146,27337,27462,27146,27337,27462,27146,27337,27462,1,person,person
29711,87334,train2017,"(0, 0, 0.125, 0.125)",0.1428571428571428,29711,False,True,True,16460,16702,16892,16460,16702,16892,16460,16702,16892,16460,16702,16892,16460,16702,16892,16460,16702,16892,16460,16702,16892,16460,16702,16892,17,cat,animal
29837,87871,train2017,"(0, 0, 0.125, 0.125)",0.0,29837,False,True,True,732,10865,20661,732,10865,20661,732,10865,20661,732,10865,20661,732,10865,20661,732,10865,20661,732,10865,20661,732,10865,20661,1,person,person
29886,320508,train2017,"(0, 0, 0.121875, 0.121875)",0.0,29886,False,True,True,3725,3862,19624,3725,3862,19624,3725,3862,19624,3725,3862,19624,3725,3862,19624,3725,3862,19624,3725,3862,19624,3725,3862,19624,3,car,vehicle
29919,350299,train2017,"(0, 0, 0.165625, 0.165625)",0.1428571428571428,29919,False,True,True,6430,20995,27713,6430,20995,27713,6430,20995,27713,6430,20995,27713,6430,20995,27713,6430,20995,27713,6430,20995,27713,6430,20995,27713,1,person,person
29980,88414,train2017,"(0, 0, 0.125, 0.125)",0.0,29980,False,True,True,19245,19389,28509,19245,19389,28509,19245,19389,28509,19245,19389,28509,19245,19389,28509,19245,19389,28509,19245,19389,28509,19245,19389,28509,7,train,vehicle
30081,88835,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,30081,False,True,True,1011,1163,3401,1011,1163,3401,1011,1163,3401,1011,1163,3401,1011,1163,3401,1011,1163,3401,1011,1163,3401,1011,1163,3401,3,car,vehicle
30373,89908,train2017,"(0, 0.25, 0, 0)",0.1428571428571428,30373,False,True,True,174,189,29944,174,189,29944,174,189,29944,174,189,29944,174,189,29944,174,189,29944,174,189,29944,174,189,29944,1,person,person
30395,352129,train2017,"(0, 0, 0.165625, 0.165625)",0.0,30395,False,True,True,4552,4664,4854,4552,4664,4854,4552,4664,4854,4552,4664,4854,4552,4664,4854,4552,4664,4854,4552,4664,4854,4552,4664,4854,23,bear,animal
30407,189765,train2017,"(0, 0, 0.125, 0.125)",0.0,30407,False,True,True,9246,13299,14778,9246,13299,14778,9246,13299,14778,9246,13299,14778,9246,13299,14778,9246,13299,14778,9246,13299,14778,9246,13299,14778,1,person,person
30430,352236,train2017,"(0.16484375, 0.16484375, 0, 0)",0.0,30430,False,True,True,5829,6080,20406,5829,6080,20406,5829,6080,20406,5829,6080,20406,5829,6080,20406,5829,6080,20406,5829,6080,20406,5829,6080,20406,10,traffic light,outdoor
30563,352724,train2017,"(0, 0, 0.0787037037037037, 0.0787037037037037)",0.0,30563,False,True,True,14973,19614,20981,14973,19614,20981,14973,19614,20981,14973,19614,20981,14973,19614,20981,14973,19614,20981,14973,19614,20981,14973,19614,20981,47,cup,kitchen
30601,352861,train2017,"(0, 0, 0.14609375, 0.14609375)",0.0625,30601,False,True,True,7457,7776,29494,7457,7776,29494,7457,7776,29494,7457,7776,29494,7457,7776,29494,7457,7776,29494,7457,7776,29494,7457,7776,29494,3,car,vehicle
30632,90827,train2017,"(0, 0, 0.125, 0.125)",0.0,30632,False,True,True,2951,14851,21812,2951,14851,21812,2951,14851,21812,2951,14851,21812,2951,14851,21812,2951,14851,21812,2951,14851,21812,2951,14851,21812,18,dog,animal
30672,90994,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,30672,False,True,True,14281,14458,14537,14281,14458,14537,14281,14458,14537,14281,14458,14537,14281,14458,14537,14281,14458,14537,14281,14458,14537,14281,14458,14537,20,sheep,animal
30674,91005,train2017,"(0, 0, 0.13515625, 0.13515625)",0.0,30674,False,True,True,23649,23802,23945,23649,23802,23945,23649,23802,23945,23649,23802,23945,23649,23802,23945,23649,23802,23945,23649,23802,23945,23649,23802,23945,4,motorcycle,vehicle
30847,408492,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,30847,False,True,True,997,5581,29631,997,5581,29631,997,5581,29631,997,5581,29631,997,5581,29631,997,5581,29631,997,5581,29631,997,5581,29631,25,giraffe,animal
30856,364806,train2017,"(0, 0, 0.125, 0.125)",0.0,30856,False,True,True,2502,2676,2923,2502,2676,2923,2502,2676,2923,2502,2676,2923,2502,2676,2923,2502,2676,2923,2502,2676,2923,2502,2676,2923,9,boat,vehicle
30887,91784,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,30887,False,True,True,10505,10834,26753,10505,10834,26753,10505,10834,26753,10505,10834,26753,10505,10834,26753,10505,10834,26753,10505,10834,26753,10505,10834,26753,25,giraffe,animal
30922,354045,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0625,30922,False,True,True,7146,23255,26932,7146,23255,26932,7146,23255,26932,7146,23255,26932,7146,23255,26932,7146,23255,26932,7146,23255,26932,7146,23255,26932,1,person,person
30935,354095,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,30935,False,True,True,27731,28383,28437,27731,28383,28437,27731,28383,28437,27731,28383,28437,27731,28383,28437,27731,28383,28437,27731,28383,28437,27731,28383,28437,1,person,person
30954,92001,train2017,"(0, 0.3328125, 0, 0)",0.0,30954,False,True,True,4291,22082,22390,4291,22082,22390,4291,22082,22390,4291,22082,22390,4291,22082,22390,4291,22082,22390,4291,22082,22390,4291,22082,22390,1,person,person
31028,92221,train2017,"(0, 0, 0.05625, 0.05625)",0.0,31028,False,True,True,4547,9891,10197,4547,9891,10197,4547,9891,10197,4547,9891,10197,4547,9891,10197,4547,9891,10197,4547,9891,10197,4547,9891,10197,1,person,person
31049,92288,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0909090909090909,31049,False,True,True,11589,26157,26348,11589,26157,26348,11589,26157,26348,11589,26157,26348,11589,26157,26348,11589,26157,26348,11589,26157,26348,11589,26157,26348,44,bottle,kitchen
31064,92353,train2017,"(0, 0.056, 0, 0)",0.0,31064,False,True,True,13405,29092,29149,13405,29092,29149,13405,29092,29149,13405,29092,29149,13405,29092,29149,13405,29092,29149,13405,29092,29149,13405,29092,29149,1,person,person
31123,354761,train2017,"(0.125, 0.125, 0, 0)",0.0,31123,False,True,True,4688,22829,23131,4688,22829,23131,4688,22829,23131,4688,22829,23131,4688,22829,23131,4688,22829,23131,4688,22829,23131,4688,22829,23131,64,potted plant,furniture
31233,59194,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0909090909090909,31233,False,True,True,6295,13445,19176,6295,13445,19176,6295,13445,19176,6295,13445,19176,6295,13445,19176,6295,13445,19176,6295,13445,19176,6295,13445,19176,62,chair,furniture
31349,355622,train2017,"(0, 0, 0.165625, 0.165625)",0.0,31349,False,True,True,25306,27259,27989,25306,27259,27989,25306,27259,27989,25306,27259,27989,25306,27259,27989,25306,27259,27989,25306,27259,27989,25306,27259,27989,81,sink,appliance
31446,277778,train2017,"(0, 0, 0.125, 0.125)",0.0,31446,False,True,True,24204,24213,27009,24204,24213,27009,24204,24213,27009,24204,24213,27009,24204,24213,27009,24204,24213,27009,24204,24213,27009,24204,24213,27009,59,pizza,food
31659,356771,train2017,"(0, 0, 0.125, 0.125)",0.0,31659,False,True,True,10340,12886,19084,10340,12886,19084,10340,12886,19084,10340,12886,19084,10340,12886,19084,10340,12886,19084,10340,12886,19084,10340,12886,19084,1,person,person
31747,357074,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,31747,False,True,True,2104,2855,2897,2104,2855,2897,2104,2855,2897,2104,2855,2897,2104,2855,2897,2104,2855,2897,2104,2855,2897,2104,2855,2897,1,person,person
31782,357228,train2017,"(0, 0, 0.1, 0.1)",0.0,31782,False,True,True,8657,26699,26905,8657,26699,26905,8657,26699,26905,8657,26699,26905,8657,26699,26905,8657,26699,26905,8657,26699,26905,8657,26699,26905,1,person,person
31801,95176,train2017,"(0, 0, 0.125, 0.125)",0.0,31801,False,True,True,2436,5684,6075,2436,5684,6075,2436,5684,6075,2436,5684,6075,2436,5684,6075,2436,5684,6075,2436,5684,6075,2436,5684,6075,1,person,person
31837,95337,train2017,"(0.125, 0.125, 0, 0)",0.0,31837,False,True,True,8697,17997,18198,8697,17997,18198,8697,17997,18198,8697,17997,18198,8697,17997,18198,8697,17997,18198,8697,17997,18198,8697,17997,18198,44,bottle,kitchen
31936,357865,train2017,"(0.125, 0.125, 0, 0)",0.0,31936,False,True,True,7935,19703,19771,7935,19703,19771,7935,19703,19771,7935,19703,19771,7935,19703,19771,7935,19703,19771,7935,19703,19771,7935,19703,19771,47,cup,kitchen
31964,95828,train2017,"(0, 0, 0.125, 0.125)",0.0,31964,False,True,True,3827,3888,4396,3827,3888,4396,3827,3888,4396,3827,3888,4396,3827,3888,4396,3827,3888,4396,3827,3888,4396,3827,3888,4396,62,chair,furniture
32053,96161,train2017,"(0, 0, 0.125, 0.125)",0.0,32053,False,True,True,5824,6019,8931,5824,6019,8931,5824,6019,8931,5824,6019,8931,5824,6019,8931,5824,6019,8931,5824,6019,8931,5824,6019,8931,25,giraffe,animal
32232,359085,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,32232,False,True,True,11188,11246,11575,11188,11246,11575,11188,11246,11575,11188,11246,11575,11188,11246,11575,11188,11246,11575,11188,11246,11575,11188,11246,11575,18,dog,animal
32303,97201,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,32303,False,True,True,11611,14332,29785,11611,14332,29785,11611,14332,29785,11611,14332,29785,11611,14332,29785,11611,14332,29785,11611,14332,29785,11611,14332,29785,16,bird,animal
32307,97218,train2017,"(0, 0, 0.125, 0.125)",0.0652173913043478,32307,False,True,True,1766,1769,22308,1766,1769,22308,1766,1769,22308,1766,1769,22308,1766,1769,22308,1766,1769,22308,1766,1769,22308,1766,1769,22308,1,person,person
32625,98480,train2017,"(0, 0, 0.125, 0.125)",0.0769230769230769,32625,False,True,True,45,91,8985,45,91,8985,45,91,8985,45,91,8985,45,91,8985,45,91,8985,45,91,8985,45,91,8985,44,bottle,kitchen
32643,60117,train2017,"(0, 0, 0.1625, 0.1625)",0.0,32643,False,True,True,14590,27377,27786,14590,27377,27786,14590,27377,27786,14590,27377,27786,14590,27377,27786,14590,27377,27786,14590,27377,27786,14590,27377,27786,20,sheep,animal
32716,147547,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,32716,False,True,True,12822,19351,25915,12822,19351,25915,12822,19351,25915,12822,19351,25915,12822,19351,25915,12822,19351,25915,12822,19351,25915,12822,19351,25915,77,cell phone,electronic
32771,361193,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,32771,False,True,True,1658,26535,26740,1658,26535,26740,1658,26535,26740,1658,26535,26740,1658,26535,26740,1658,26535,26740,1658,26535,26740,1658,26535,26740,24,zebra,animal
32772,361197,train2017,"(0, 0, 0.125, 0.125)",0.125,32772,False,True,True,15979,16037,16130,15979,16037,16130,15979,16037,16130,15979,16037,16130,15979,16037,16130,15979,16037,16130,15979,16037,16130,15979,16037,16130,47,cup,kitchen
32857,99363,train2017,"(0, 0.334375, 0, 0)",0.0,32857,False,True,True,27675,28108,28329,27675,28108,28329,27675,28108,28329,27675,28108,28329,27675,28108,28329,27675,28108,28329,27675,28108,28329,27675,28108,28329,1,person,person
32891,361648,train2017,"(0, 0, 0.125, 0.125)",0.0,32891,False,True,True,12421,12906,13089,12421,12906,13089,12421,12906,13089,12421,12906,13089,12421,12906,13089,12421,12906,13089,12421,12906,13089,12421,12906,13089,15,bench,outdoor
32910,99580,train2017,"(0, 0, 0.125, 0.125)",0.0769230769230769,32910,False,True,True,9740,10112,10160,9740,10112,10160,9740,10112,10160,9740,10112,10160,9740,10112,10160,9740,10112,10160,9740,10112,10160,9740,10112,10160,62,chair,furniture
33131,100396,train2017,"(0, 0, 0.125, 0.125)",0.0851063829787234,33131,False,True,True,6870,8611,28831,6870,8611,28831,6870,8611,28831,6870,8611,28831,6870,8611,28831,6870,8611,28831,6870,8611,28831,6870,8611,28831,1,person,person
33171,362677,train2017,"(0.165625, 0.165625, 0, 0)",0.0,33171,False,True,True,11866,16451,19101,11866,16451,19101,11866,16451,19101,11866,16451,19101,11866,16451,19101,11866,16451,19101,11866,16451,19101,11866,16451,19101,25,giraffe,animal
33189,100599,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,33189,False,True,True,2947,3151,28868,2947,3151,28868,2947,3151,28868,2947,3151,28868,2947,3151,28868,2947,3151,28868,2947,3151,28868,2947,3151,28868,1,person,person
33245,100863,train2017,"(0.125, 0.125, 0, 0)",0.0,33245,False,True,True,8868,12452,17966,8868,12452,17966,8868,12452,17966,8868,12452,17966,8868,12452,17966,8868,12452,17966,8868,12452,17966,8868,12452,17966,81,sink,appliance
33289,101069,train2017,"(0, 0, 0.125, 0.125)",0.0,33289,False,True,True,6693,16696,27024,6693,16696,27024,6693,16696,27024,6693,16696,27024,6693,16696,27024,6693,16696,27024,6693,16696,27024,6693,16696,27024,1,person,person
33521,101952,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,33521,False,True,True,1679,7709,8048,1679,7709,8048,1679,7709,8048,1679,7709,8048,1679,7709,8048,1679,7709,8048,1679,7709,8048,1679,7709,8048,47,cup,kitchen
33543,570785,train2017,"(0.1671875, 0.1671875, 0, 0)",0.0,33543,False,True,True,3864,15616,19735,3864,15616,19735,3864,15616,19735,3864,15616,19735,3864,15616,19735,3864,15616,19735,3864,15616,19735,3864,15616,19735,85,clock,indoor
33752,365003,train2017,"(0, 0, 0.16640625, 0.16640625)",0.05,33752,False,True,True,26797,26861,26871,26797,26861,26871,26797,26861,26871,26797,26861,26871,26797,26861,26871,26797,26861,26871,26797,26861,26871,26797,26861,26871,62,chair,furniture
33813,365218,train2017,"(0, 0.25, 0, 0)",0.1052631578947368,33813,False,True,True,5917,18236,29117,5917,18236,29117,5917,18236,29117,5917,18236,29117,5917,18236,29117,5917,18236,29117,5917,18236,29117,5917,18236,29117,1,person,person
33906,103366,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,33906,False,True,True,16087,24143,26925,16087,24143,26925,16087,24143,26925,16087,24143,26925,16087,24143,26925,16087,24143,26925,16087,24143,26925,16087,24143,26925,1,person,person
34068,366146,train2017,"(0, 0, 0.1671875, 0.1671875)",0.037037037037037,34068,False,True,True,2814,3001,23616,2814,3001,23616,2814,3001,23616,2814,3001,23616,2814,3001,23616,2814,3001,23616,2814,3001,23616,2814,3001,23616,1,person,person
34080,104044,train2017,"(0, 0, 0.125, 0.125)",0.0,34080,False,True,True,8270,26212,28312,8270,26212,28312,8270,26212,28312,8270,26212,28312,8270,26212,28312,8270,26212,28312,8270,26212,28312,8270,26212,28312,1,person,person
34089,104081,train2017,"(0, 0, 0.0, 0.0)",0.0,34089,False,True,True,6468,6636,25400,6468,6636,25400,6468,6636,25400,6468,6636,25400,6468,6636,25400,6468,6636,25400,6468,6636,25400,6468,6636,25400,21,cow,animal
34126,366396,train2017,"(0, 0.33125, 0, 0)",0.0,34126,False,True,True,2834,6913,8125,2834,6913,8125,2834,6913,8125,2834,6913,8125,2834,6913,8125,2834,6913,8125,2834,6913,8125,2834,6913,8125,1,person,person
34186,104502,train2017,"(0.165625, 0.165625, 0, 0)",0.0,34186,False,True,True,2938,20185,26242,2938,20185,26242,2938,20185,26242,2938,20185,26242,2938,20185,26242,2938,20185,26242,2938,20185,26242,2938,20185,26242,70,toilet,furniture
34238,366802,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,34238,False,True,True,634,8954,9148,634,8954,9148,634,8954,9148,634,8954,9148,634,8954,9148,634,8954,9148,634,8954,9148,634,8954,9148,24,zebra,animal
34418,367552,train2017,"(0, 0, 0.125, 0.125)",0.0,34418,False,True,True,15708,15714,24018,15708,15714,24018,15708,15714,24018,15708,15714,24018,15708,15714,24018,15708,15714,24018,15708,15714,24018,15708,15714,24018,1,person,person
34603,106107,train2017,"(0, 0, 0.165625, 0.165625)",0.0,34603,False,True,True,15298,15333,26225,15298,15333,26225,15298,15333,26225,15298,15333,26225,15298,15333,26225,15298,15333,26225,15298,15333,26225,15298,15333,26225,1,person,person
34751,368852,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,34751,False,True,True,20309,28375,28718,20309,28375,28718,20309,28375,28718,20309,28375,28718,20309,28375,28718,20309,28375,28718,20309,28375,28718,20309,28375,28718,1,person,person
34829,369171,train2017,"(0, 0, 0.165625, 0.165625)",0.0,34829,False,True,True,4971,5098,14316,4971,5098,14316,4971,5098,14316,4971,5098,14316,4971,5098,14316,4971,5098,14316,4971,5098,14316,4971,5098,14316,1,person,person
34845,369230,train2017,"(0, 0, 0.11640625, 0.11640625)",0.0,34845,False,True,True,14848,24581,24708,14848,24581,24708,14848,24581,24708,14848,24581,24708,14848,24581,24708,14848,24581,24708,14848,24581,24708,14848,24581,24708,19,horse,animal
